Unnamed: 0.1,Unnamed: 0,domain,url,seed_type,link_type,title,link_type2
2717,2717,7snoff.ru,http://7snoff.ru/odeyala/,product,other,Купить одеяло недорого и из натуральных материалов с быстрой доставкой по Москве,"payment, delivery"
2718,2718,7snoff.ru,http://7snoff.ru/pledy/pledy-optom/,product,other,Пледы оптом,product
2719,2719,7sp.ru,http://7sp.ru/zakupka/tyanuchka-slaim-170173,product,other,Тянучка-слайм - Семь морей (совместные покупки на Камчатке),other
2720,2720,7snoff.ru,http://7snoff.ru/pledy/mikrofayber/,product,other,Микрофайбер,other
2721,2721,7sp.ru,http://7sp.ru/users/768175,product,other,Участник Орг Юша - Семь морей (совместные покупки на Камчатке),other
2722,2722,7snoff.ru,http://7snoff.ru/pledy/dlya-detey/,product,other,Для детей,other
2723,2723,7sp.ru,http://7sp.ru/zakupka/detskie-veschi-pochti-darom-170172,product,other,Детские вещи почти даром - Семь морей (совместные покупки на Камчатке),other
2724,2724,7snoff.ru,http://7snoff.ru/pokryvala/pokryvala-optom/,product,other,Покрывала оптом,product
2725,2725,7sp.ru,http://7sp.ru/zakupka/greenway-volshebnaya-produkciya-170204,product,other,Greenway. Волшебная продукция. - Семь морей (совместные покупки на Камчатке),product
2726,2726,7sp.ru,http://7sp.ru/zakupka/yuvelirnye-ukrasheniya-iz-serebra-i-zolota-171145,product,other,Ювелирные украшения из серебра и золота. - Семь морей (совместные покупки на Камчатке),other
2727,2727,7snoff.ru,http://7snoff.ru/pokryvala/mikrofibra/,product,other,Микрофибра,other
2728,2728,7sp.ru,http://7sp.ru/zakupki?f=new&hpID=4,product,other,Совместные покупки - Семь морей (совместные покупки на Камчатке),other
2729,2729,7sp.ru,http://7sp.ru/zakupka/indefini-nizhnee-bele-164464,product,other,Indefini (нижнее бельё) - Семь морей (совместные покупки на Камчатке),other
2730,2730,7snoff.ru,http://7snoff.ru/pokryvala/mekhovye/,product,other,Меховые,other
2731,2731,7sp.ru,http://7sp.ru/zakupka/modnyi-prigovor-razmery-ot-44-do-54-165793,product,other,Модный приговор!!! Размеры от 44 до 54 - Семь морей (совместные покупки на Камчатке),other
2732,2732,7sp.ru,http://7sp.ru/users/713195,product,other,Участник tanita - Семь морей (совместные покупки на Камчатке),other
2733,2733,7snoff.ru,http://7snoff.ru/pokryvala/velyur/,product,other,Велюр,other
2734,2734,7snoff.ru,http://7snoff.ru/pokryvala/,product,other,"Купить покрывало для спальни недорого и быстро, быстрая доставка по Москве","payment, delivery"
2735,2735,7snoff.ru,http://7snoff.ru/postelnoye_belye/prostyni-optom/,product,other,Простыни оптом,product
2736,2736,7snoff.ru,http://7snoff.ru/postelnoye_belye/prostyni/,product,other,"Простыни: простыни на резинке, махровые простыни, простыни любых размеров и цветов  в интернет-магазине 7 Снов с бесплатной доставкой по  Москве.","payment, delivery"
2737,2737,7snoff.ru,http://7snoff.ru/postelnoye_belye/postelnoe-bele-optom/,product,other,Постельное белье оптом,product
2738,2738,7sp.ru,http://7sp.ru/zakupki?f=SpecifiedPurchases&hpID=55,product,other,Совместные покупки - Семь морей (совместные покупки на Камчатке),other
2739,2739,7sp.ru,http://7sp.ru/forum/posts/303863,product,other,Белорусский трикотаж ВелесМода - предложение для организаторов СП - Семь морей (совместные покупки на Камчатке),other
2740,2740,7sp.ru,http://7sp.ru/forum/posts/303934,product,other,Дутики Adidas и Columbia без рядов для СП - Семь морей (совместные покупки на Камчатке),other
2741,2741,7sp.ru,http://7sp.ru/zakupka/palto-po-nizkim-cenam-ot-proizvoditelya-170489,product,other,ПАЛЬТО по низким ценам! От производителя! - Семь морей (совместные покупки на Камчатке),product
2742,2742,7snoff.ru,http://7snoff.ru/postelnoye_belye/komplekty/,product,other,Комплекты,product
2743,2743,7snoff.ru,http://7snoff.ru/index.php?route=checkout/simplecheckout,product,other,Оформление заказа,other
2744,2744,7sp.ru,http://7sp.ru/zakupka/mir-stankov-100-original-171199,product,other,МИР станков (100% оригинал) - Семь морей (совместные покупки на Камчатке),other
2745,2745,7sp.ru,http://7sp.ru/news/s-verbnym-voskresenem-61608.html,product,other,С вербным воскресеньем! - Семь морей (совместные покупки на Камчатке),news
2746,2746,7sp.ru,http://7sp.ru/forum/posts/304060,product,other,Детская одежда Kogankids и выгодные условия для СП - Семь морей (совместные покупки на Камчатке),product
2747,2747,7sp.ru,http://7sp.ru/news/grafik-raboty-edinogo-pvz-i-pvz-elizovo-61785.html,product,other,График работы Единого ПВЗ - Семь морей (совместные покупки на Камчатке),news
2748,2748,7sp.ru,http://7sp.ru/news/s-prazdnikom-61671.html,product,other,С праздником! - Семь морей (совместные покупки на Камчатке),news
2749,2749,7sp.ru,http://7sp.ru/news/otkryt-li-proektu-sem-morei-informacionnye-gruppy-v-vatsap-62725.html,product,other,"Открыть ли проекту ""Семь морей"" информационные группы в ватсап? - Семь морей (совместные покупки на Камчатке)",2 categorys
2750,2750,7sp.ru,http://7sp.ru/forum/posts/303989,product,other,Ликвидация склада детских товаров! Скидки до 80%! - Семь морей (совместные покупки на Камчатке),product
2751,2751,7snoff.ru,http://7snoff.ru/pledy/,product,other,Купить плед недорого и с быстрой доставкой по Москве в 7снов,"payment, delivery"
